attitudes_count,comments_count,reposts_count,mid,raw_text,source,user.description,user.follow_count,user.followers_count,user.gender,user.id,user.mbrank,user.mbtype,user.profile_url,user.profile_image_url,user.screen_name,user.statuses_count,user.urank,user.verified,user.verified_reason,F_or_T
0,0,0,4496361854299893,转发微博,OPPO A7x,夏天的风我永远记得,139,13,f,7220805610,0,0,https://m.weibo.cn/u/7220805610?uid=7220805610,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/007SFLoCly8gdkqph4a0ej30ro0rodgc.jpg?KID=imgbed,tva&Expires=1587529776&ssig=0jvSdyWwMV",弦思四司肆泗寺,5469,9,False,,T
0,0,0,4496165120897378,绿色希望！,OPPO智能手机,“我们身上有一个不可战胜的夏天♡.”,508,87,f,6326209261,0,0,https://m.weibo.cn/u/6326209261?uid=6326209261,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/006U881fly8gdr9i9edlsj30ro0road1.jpg?KID=imgbed,tva&Expires=1587529777&ssig=wCJdaKQZEy",烤叶子会着火,1829,9,False,,T
0,0,0,4496155264346941,怎么全是要自拍的，大家赶紧去tb打卡呀,Redmi K30 全速热爱,,119,11,f,6257921926,0,0,https://m.weibo.cn/u/6257921926?uid=6257921926,"https://tvax3.sinaimg.cn/crop.0.0.1002.1002.180/006PvBmCly8gdizn0un2zj30ru0ru0wf.jpg?KID=imgbed,tva&Expires=1587529778&ssig=0zl5%2FJZTk%2F",可爱吃糖呀,105,4,False,,T
0,0,0,4496234091768848,转发微博,HUAWEI P30,虽然名字zsww但我绝对bjyx,882,42,f,7142832096,3,11,https://m.weibo.cn/u/7142832096?uid=7142832096,"https://tvax2.sinaimg.cn/crop.0.0.996.996.180/007NoAVily8g7m7gayhl4j30ro0rojtz.jpg?KID=imgbed,tva&Expires=1587529778&ssig=9d4YgzcrwK",bjyxzsww果果儿儿,3545,4,False,,T
0,0,0,4496234083812175,@UNIQ-王一博 我永远支持你！我们一起拿下 #明星势力榜# 第一名！,明星势力榜,热爱可抵岁月漫长,118,23,f,7055812588,1,2,https://m.weibo.cn/u/7055812588?uid=7055812588,"https://tvax2.sinaimg.cn/crop.0.0.1002.1002.180/007HvtaQly8gdip9zh9zdj30ru0ruwf0.jpg?KID=imgbed,tva&Expires=1587529778&ssig=BIXHIX%2BepQ",从来杏花江南好,190,9,False,,T
0,0,0,4496234075640499,[爱你][爱你][爱你]//@林汨泽一:想你,vivo X27,,53,8,m,6897251630,0,0,https://m.weibo.cn/u/6897251630?uid=6897251630,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/007wMae2ly8gdl3dnr7frj30ro0rowha.jpg?KID=imgbed,tva&Expires=1587529778&ssig=lHVKROqegf",猫头罢了,659,4,False,,T
0,0,0,4496234071117165,转发微博,iPhone客户端,来日方长 ♡.  🐇 🦁,359,163,f,7148624234,0,0,https://m.weibo.cn/u/7148624234?uid=7148624234,"https://tvax4.sinaimg.cn/crop.0.0.828.828.180/007NMTISly8gdj030fl06j30n00n0jsq.jpg?KID=imgbed,tva&Expires=1587529778&ssig=L4RvYmJmhi",ccc_g_zb,2613,7,False,,T
0,0,0,4496234066261968,转发微博,微博 HTML5 版,嘿,490,34,f,3097488783,6,13,https://m.weibo.cn/u/3097488783?uid=3097488783,"https://tvax2.sinaimg.cn/crop.0.0.1002.1002.180/b89fed8fly8gdqy6q0zk1j20ru0rut9w.jpg?KID=imgbed,tva&Expires=1587529778&ssig=6tVcNOgSiF",壹玖玖柒大于,4197,36,False,,T
0,0,0,4496401864175687,转发微博,vivo Z5x性能实力派,身前哪管身后事，浪得几日是几日,48,16,f,5916416649,0,0,https://m.weibo.cn/u/5916416649?uid=5916416649,"https://tvax4.sinaimg.cn/crop.0.0.960.960.180/006soGeZly8gdubao21ukj30qo0qoq4z.jpg?KID=imgbed,tva&Expires=1587529779&ssig=H8NbEDV1GG",無g有,12,4,False,,T
0,0,0,4496401851878160,转发微博,vivo S5照亮你的美,双重性格，逗比,8,12,f,3607203274,0,0,https://m.weibo.cn/u/3607203274?uid=3607203274,"https://tva4.sinaimg.cn/crop.80.0.800.800.180/d7018dcajw8e9yg43jiv8j20qo0m8q3g.jpg?KID=imgbed,tva&Expires=1587529779&ssig=5pGhN9ClQM",芈姗,281,4,False,,T
0,0,0,4496401838977687,有多少个十年！保护环境，从点滴做起！,,只想简简单单，但是总是不如愿！,1188,1824,f,1866490307,4,12,https://m.weibo.cn/u/1866490307?uid=1866490307,"https://tvax1.sinaimg.cn/crop.42.0.1080.1080.180/6f4061c3ly8gdx5k16qifj20wc0u040q.jpg?KID=imgbed,tva&Expires=1587529779&ssig=NvCs83QxcS",MT-简单-0805,17083,29,True,娱乐博主 王一博超话粉丝大咖,T
0,0,0,4496401835073591,@UNIQ-王一博 我永远支持你！我们一起拿下 #明星势力榜# 第一名！,明星势力榜,W1Bo-805.,384,498,f,7034896060,2,11,https://m.weibo.cn/u/7034896060?uid=7034896060,"https://tvax2.sinaimg.cn/crop.0.0.512.512.180/007G5HPuly8gdi6hqi5ukj30e80e8gmb.jpg?KID=imgbed,tva&Expires=1587529779&ssig=T4tge%2FTkaY",绿绿爱小啵,1018,3,False,,T
0,0,0,4496401784631494,@UNIQ-王一博 我永远支持你！我们一起拿下 #明星势力榜# 第一名！,明星势力榜,“天塌了还有爱在”,515,323,f,7214995752,2,11,https://m.weibo.cn/u/7214995752?uid=7214995752,"https://tvax3.sinaimg.cn/crop.0.0.1002.1002.180/007ShnZely8gdm5sb6omfj30ru0ruq5z.jpg?KID=imgbed,tva&Expires=1587529779&ssig=WLBQsb4WGr",王耶啵女友X,6685,7,False,,T
0,0,0,4496401776229758,@UNIQ-王一博 我永远支持你！我们一起拿下 #明星势力榜# 第一名！,明星势力榜,心之所向  素履而往,319,2059,f,5532747280,3,11,https://m.weibo.cn/u/5532747280?uid=5532747280,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/0062qQjmly8gbwv12h5efj30u00u0ad0.jpg?KID=imgbed,tva&Expires=1587529779&ssig=RUdc7nsnxS",Zhouzhou805,11727,9,False,,T
