attitudes_count,comments_count,reposts_count,mid,raw_text,source,user.description,user.follow_count,user.followers_count,user.gender,user.id,user.mbrank,user.mbtype,user.profile_url,user.profile_image_url,user.screen_name,user.statuses_count,user.urank,user.verified,user.verified_reason
0,0,0,4361076034886964,转发微博,iPhone客户端,,38,15,f,6423867636,0,0,https://m.weibo.cn/u/6423867636?uid=6423867636,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/0070JTqkly8g9wsobribkj30u00u0go5.jpg?KID=imgbed,tva&Expires=1587421901&ssig=bcroQ3zMJB",紫云的梦幻,2555,7,False,
0,0,0,4361075832751580,转发微博,OPPO智能手机,未曾谋面的也终将会相遇,267,522,f,5835914044,3,2,https://m.weibo.cn/u/5835914044?uid=5835914044,"https://tvax4.sinaimg.cn/crop.0.0.664.664.180/006mWTPSly8gdmi6glp3kj30ig0igwf9.jpg?KID=imgbed,tva&Expires=1587421901&ssig=VUKJr4isEC",KISS·KUn,4738,27,True,蔡徐坤超话粉丝大咖
0,0,0,4351292178387019,转发微博,iPhone客户端,,21,2,f,6789991331,0,0,https://m.weibo.cn/u/6789991331?uid=6789991331,"https://tvax3.sinaimg.cn/crop.0.0.751.751.180/007pw6Vdly8fymv1i3be6j30kv0kvdhf.jpg?KID=imgbed,tva&Expires=1587421901&ssig=wWPJKpw6%2BU",集美貌丶与才华于一身的冉姐,157,4,False,
0,0,0,4351292166033644,满心都是蔡徐坤你，温柔的你，爱笑的你，深情的你。@蔡徐坤,HUAWEI nova 2s,,62,1,f,6832612993,0,0,https://m.weibo.cn/u/6832612993?uid=6832612993,"https://tvax4.sinaimg.cn/crop.0.0.180.180.180/007soWLnly8fx2vw6yvjyj3050050q2x.jpg?KID=imgbed,tva&Expires=1587421901&ssig=%2FioPoWRm%2B0",意味深长的看丶着你,66,4,False,
0,0,0,4351292148664486,我愿尽我一切努力，换你一世笑靥如花🌟@蔡徐坤 ,iPhone客户端,,62,1,f,6790198869,0,0,https://m.weibo.cn/u/6790198869?uid=6790198869,"https://tvax2.sinaimg.cn/crop.0.0.40.40.180/007pwYUBly8fwhy4gcfykj30140140nw.jpg?KID=imgbed,tva&Expires=1587421901&ssig=LZRU5l2Etz",迪__丽忆慈,27,4,False,
0,0,0,4351292073148412,任性的千千,前后2000万 OPPO R11,,146,1,f,6832426500,0,0,https://m.weibo.cn/u/6832426500?uid=6832426500,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/007soafqly8fyq6bgazvvj30ro0rognj.jpg?KID=imgbed,tva&Expires=1587421901&ssig=NF%2BIWucfDF",葵葵的月163,116,4,False,
0,0,0,4351292022804550,甜有100种方式，吃糖，还有每天99次的想你@蔡徐坤 ,iPhone客户端,,13,1,m,6633629750,0,0,https://m.weibo.cn/u/6633629750?uid=6633629750,"https://tvax1.sinaimg.cn/default/images/default_avatar_male_180.gif?KID=imgbed,tva&Expires=1587421901&ssig=RrpwFcVE1x",用户6633629750,33,1,False,
0,0,0,4351663512726479,幸福如甜品，酸甜苦辣是正餐，遇见你后，我的生活只有甜蔡徐坤@蔡徐坤,荣耀8X,,61,1,f,6787959310,0,0,https://m.weibo.cn/u/6787959310?uid=6787959310,"https://tvax1.sinaimg.cn/default/images/default_avatar_female_180.gif?KID=imgbed,tva&Expires=1587421902&ssig=wh7dnt0dF8",用户6787959310,21,2,False,
0,0,0,4351663311288482,说不清为什么爱你，但你就是我不爱别人的理由。,vivo智能手机,,156,2,f,6770407527,1,2,https://m.weibo.cn/u/6770407527?uid=6770407527,"https://tvax4.sinaimg.cn/crop.0.0.300.300.180/007obWhply8g7sg1x3uhgj308c08c3yl.jpg?KID=imgbed,tva&Expires=1587421902&ssig=kbBkQfUsxQ",小葵抱抱好不好YA,104,4,False,
0,0,0,4351663240110020,海不会枯竭，山不会倒塌，ikun不会不在， 许下的承诺是陪你一生一世，那定陪你走向遥遥的未来 ，见证繁花的盛开。@蔡徐坤,iPhone客户端,,62,1,m,6791643696,0,0,https://m.weibo.cn/u/6791643696?uid=6791643696,"https://tvax1.sinaimg.cn/default/images/default_avatar_male_180.gif?KID=imgbed,tva&Expires=1587421902&ssig=7d6RE5pMsw",用户6791643696,20,2,False,
